GEOID;Population;Year
0801905058;1568;2020
0801905059;1565;2020
0801905060;1173;2020
0801905061;1479;2020
0801905062;1627;2020
0801905063;1623;2020
0801905064;1605;2020
0801905065;1709;2020
0801905066;1320;2020
0801905067;1299;2020
0801905068;1509;2020
0801905069;1746;2020
0801905070;1458;2020
0801905071;1643;2020
0801905072;1774;2020
0801905073;1625;2020
0801905074;1694;2020
0801905075;1858;2020
0801905076;1416;2020
0801905077;1475;2020
0801905078;2151;2020
0801905079;1304;2020
0801905080;1433;2020
0801905081;1598;2020
0801905082;1667;2020
0801905083;1267;2020
0801905084;1332;2020
0801905085;1334;2020
0801905086;1352;2020
0801905087;1568;2020
0801905088;1818;2020
0801905089;1768;2020
0801905090;1940;2020
0801905091;1564;2020
0801905092;1629;2020
0801905093;1130;2020
0801905094;2779;2020
0801905095;1691;2020
0801905096;1146;2020
0801905097;1688;2020
0801905098;1590;2020
0801906001;1172;2020
0801906002;1485;2020
0801906003;2330;2020
0801906004;1444;2020
0801906006;1053;2020
0801906007;1987;2020
0801906008;2033;2020
0801906009;1296;2020
0801906010;1066;2020
0801906011;1298;2020
0801906012;1159;2020
0801906013;1784;2020
0801906014;1433;2020
0801906015;1421;2020
0801906016;1584;2020
0801906017;1384;2020
0801906018;1313;2020
0801906019;1505;2020
0801906020;1176;2020
0801906021;1368;2020
0801906022;1387;2020
0801906023;1307;2020
0801906024;1740;2020
0801906025;1421;2020
0801906026;1018;2020
0801906027;1226;2020
0801906028;1341;2020
0801906029;1296;2020
0801906030;1337;2020
0801906031;1105;2020
0801906032;1167;2020
0801906033;1326;2020
0801906034;1231;2020
0801906035;1078;2020
0801906036;1489;2020
0801906037;1130;2020
0801906038;1502;2020
0801906039;1598;2020
0801906040;1673;2020
0801906041;1757;2020
0801906042;1725;2020
0801906043;1271;2020
0801906044;1609;2020
0801906045;1295;2020
0801906046;1161;2020
0801906047;1264;2020
0801906048;1397;2020
0801906049;1184;2020
0801906050;1317;2020
0801906051;1247;2020
0801906052;1527;2020
0801906053;1506;2020
0801906054;1646;2020
0801906055;1483;2020
0801906056;1564;2020
0801906057;1507;2020
0801906058;1687;2020
0801906059;1540;2020
0801906060;1793;2020
0801906061;1310;2020
0801906062;1223;2020
0801906063;1516;2020
0801906064;1898;2020
0801906065;1195;2020
0801906066;975;2020
0801906067;1772;2020
0801906068;1594;2020
0801906069;1064;2020
0801906070;1882;2020
0801906071;1070;2020
0801906072;1627;2020
0801906073;1362;2020
0801906074;1125;2020
0801906075;1082;2020
0801906076;1301;2020
0801906077;1213;2020
0801906078;1331;2020
0801906079;1117;2020
0801906080;1192;2020
0801906081;1323;2020
0801906082;2597;2020
0801906083;1740;2020
0801906084;1550;2020
0801906085;1284;2020
0801906086;989;2020
0801906087;1890;2020
0801906088;1249;2020
0801907001;1592;2020
0801907002;1163;2020
0801907003;1317;2020
0801907004;1549;2020
0801907005;1489;2020
0801907006;957;2020
0801907007;1448;2020
0801907008;1455;2020
0801907009;1183;2020
0801907010;1359;2020
0801907011;1176;2020
0801907012;1574;2020
0801907013;1221;2020
0801907014;889;2020
0801907015;1426;2020
0801907016;1365;2020
0801907017;1781;2020
0801907018;1724;2020
0801907019;1486;2020
0801907020;1738;2020
0801907021;1058;2020
0801907022;1141;2020
0801907023;1320;2020
0801907024;1497;2020
0801907025;1467;2020
0801907026;1109;2020
0801907027;2154;2020
0801907028;1459;2020
0801907029;1296;2020
0801907030;1407;2020
0801907031;1624;2020
0801907032;1470;2020
0801907033;1460;2020
0801907034;1889;2020
0801907035;1780;2020
0801907036;1431;2020
0801907037;1534;2020
0801907038;1275;2020
0801907039;1634;2020
0801907040;1480;2020
0801907041;1373;2020
0801907042;1503;2020
0801907043;1402;2020
0801907044;1292;2020
0801907045;1611;2020
0801907046;1450;2020
0801907047;1478;2020
0801907048;1329;2020
0801907049;1223;2020
0801907050;1203;2020
0801907051;1805;2020
0801907052;1269;2020
0801907053;1479;2020
0801907054;1579;2020
0801907055;1201;2020
0801907056;1197;2020
0801907057;1433;2020
0801907058;1389;2020
0801907059;1339;2020
0801907060;1863;2020
0801907061;1214;2020
0801907062;1355;2020
0801907063;1466;2020
0801907064;1692;2020
0801907065;1727;2020
0801907066;1850;2020
0801907067;1548;2020
0801907068;1317;2020
0801907069;1419;2020
0801907070;1457;2020
0801907071;1340;2020
0801907072;1406;2020
0801907073;1144;2020
0801907074;1693;2020
0801907075;1230;2020
0801907076;1373;2020
0801907077;1348;2020
0801907078;1418;2020
0801907079;1479;2020
0801907080;1811;2020
0801907081;1973;2020
0801907082;1295;2020
0801907083;1328;2020
0801907084;1341;2020
0801907085;1263;2020
0801907086;1463;2020
0801907087;1604;2020
0801907088;1647;2020
0801907089;1367;2020
0801907090;1457;2020
0801907091;1227;2020
0801907092;1561;2020
0801907093;1765;2020
0801907094;1265;2020
0801907095;1549;2020
0801907096;1457;2020
0801907097;892;2020
0801907098;2210;2020
0801907099;1022;2020
0801907100;1221;2020
0801907101;1430;2020
0801907102;706;2020
0801907103;1640;2020
0801907104;1584;2020
0801907105;1057;2020
0801907106;1198;2020
0801907107;1202;2020
0801907108;1243;2020
0801907109;1643;2020
0801907110;1058;2020
0801907111;922;2020
0801907112;1290;2020
0801907113;1226;2020
0801907114;1208;2020
0801907115;1054;2020
0801907116;1505;2020
0801907117;2722;2020
0801907118;1282;2020
0801907119;1273;2020
0801907120;1272;2020
0801907121;1187;2020
0801907122;1333;2020
0801907123;1423;2020
0801908001;1249;2020
0801908002;1276;2020
0801908003;1248;2020
0801908004;1444;2020
0801908005;1164;2020
0801908006;1587;2020
0801908007;1204;2020
0801908008;1657;2020
0801908009;1752;2020
0801908010;1107;2020
0801908011;1198;2020
0801908012;1339;2020
0801908013;1182;2020
0801908014;1308;2020
0801908015;1450;2020
0801908016;1164;2020
0801908017;1370;2020
0801908018;1550;2020
0801908019;1820;2020
0801908020;1403;2020
0801908021;1497;2020
0801908022;1278;2020
0801908023;1402;2020
0801908024;1367;2020
0801908025;1192;2020
0801908026;1420;2020
0801908027;1406;2020
0801908028;1123;2020
0801908029;1554;2020
0801908030;1513;2020
0801908031;1305;2020
0801908032;1305;2020
0801908033;1455;2020
0801908034;1307;2020
0801908035;4132;2020
0801908036;1562;2020
0801908037;1561;2020
0801908038;1580;2020
0801908039;1558;2020
0801908040;1929;2020
0801908041;2527;2020
0801908042;1273;2020
0801908043;1148;2020
0801908044;1344;2020
0801908045;1791;2020
0801908046;1416;2020
0801908047;1646;2020
0801908048;1008;2020
0801908049;1265;2020
0801908050;1424;2020
0801908051;1351;2020
0801908052;895;2020
0801908053;1162;2020
0801908054;1709;2020
0801908055;1841;2020
0801908056;1499;2020
0801908057;1344;2020
0801908058;1629;2020
0801908059;988;2020
0801908060;1200;2020
0801908061;1644;2020
0801908062;1164;2020
0801908063;1067;2020
0801908064;1790;2020
0801908065;1751;2020
0801908066;1626;2020
0801908067;1794;2020
0801908068;1942;2020
0801908069;1583;2020
0801908070;1476;2020
0801908071;1753;2020
0801908072;1185;2020
0801908073;1749;2020
0801908074;1510;2020
0801908075;1951;2020
0801908076;1616;2020
0801908077;1433;2020
0801908078;1563;2020
0801908079;1441;2020
0801908080;1539;2020
0801908081;1655;2020
0801908082;1588;2020
0801908083;1326;2020
0801908084;1158;2020
0801908085;1475;2020
0801908086;1713;2020
0801908087;1278;2020
0801908088;1283;2020
0801908089;1245;2020
0801908090;1242;2020
0801908091;1216;2020
0801908092;995;2020
0801908093;1272;2020
0801908094;1456;2020
0801908095;1057;2020
0801908096;1551;2020
0801908097;1374;2020
0801908098;1288;2020
0801908099;1428;2020
0801908100;1297;2020
0801908101;1760;2020
0801908102;1587;2020
0801908103;1660;2020
0801908104;1301;2020
0801908105;1490;2020
0801908106;1292;2020
0801908107;1923;2020
0801908108;1943;2020
0801908109;978;2020
0801908110;1999;2020
0801908111;1704;2020
0801908112;1776;2020
0801908113;1808;2020
0801908114;2047;2020
0801908115;1749;2020
0801908116;1421;2020
0801908215;1574;2020
0801909001;2734;2020
0801909002;2129;2020
0801909003;2232;2020
0801909004;1735;2020
0801909005;1649;2020
0801909006;1281;2020
0801909007;1341;2020
0801909008;1896;2020
0801909009;1451;2020
0801909010;1861;2020
0801909011;1682;2020
0801909013;1998;2020
0801909014;2929;2020
0801909015;1823;2020
0801909016;1355;2020
0801909017;1531;2020
0801909018;1495;2020
0801909019;2720;2020
0801909020;1151;2020
0801909021;1385;2020
0801909022;1271;2020
0801909023;1221;2020
0801909024;1157;2020
0801909025;1227;2020
0801909026;1583;2020
0801909027;1306;2020
0801909028;1617;2020
0801909029;1135;2020
0801909030;1470;2020
0801909031;1197;2020
0801909032;2209;2020
0801909033;3233;2020
0801909034;1399;2020
0801909035;1576;2020
0801909036;1403;2020
0801909037;1585;2020
0801909038;1740;2020
0801909039;1561;2020
0801909040;1601;2020
0801909041;1403;2020
0801909042;1295;2020
0801909043;1344;2020
0801909044;1490;2020
0801909045;1437;2020
0801909046;1341;2020
0801909047;1576;2020
0801909048;1383;2020
0801909049;1338;2020
0801909050;1580;2020
0801909051;1244;2020
0801909052;1226;2020
0801909053;1594;2020
0801909054;1105;2020
0801909055;1706;2020
0801909056;1153;2020
0801909057;1666;2020
0801909058;1515;2020
0801909059;1425;2020
0801909060;1340;2020
0801909061;1713;2020
0801909062;1161;2020
0801909063;1153;2020
0801909064;1171;2020
0801909065;2127;2020
0801909066;1492;2020
0801909067;1562;2020
0801909068;1594;2020
0801909069;893;2020
0801909070;1719;2020
0801909071;1920;2020
0801909072;1506;2020
0801909073;1527;2020
0801909074;1678;2020
0801909075;1586;2020
0801909076;1502;2020
0801909077;1647;2020
0801909078;1442;2020
0801909079;1662;2020
0801909080;1379;2020
0801909081;1762;2020
0801909082;2056;2020
0801909083;1631;2020
0801909084;1778;2020
0801909085;1766;2020
0801909086;1472;2020
0801909087;1344;2020
0801909088;1913;2020
0801909089;1526;2020
0801909090;1627;2020
0801909091;1931;2020
0801909092;1943;2020
0801909093;1338;2020
0801909094;2070;2020
0801909095;2089;2020
0801909156;1250;2020
0801910001;1595;2020
0801910002;1756;2020
0801910003;1578;2020
0801910004;1563;2020
0801910005;1677;2020
0801910006;1866;2020
0801910007;1331;2020
0801910008;1733;2020
0801910009;1640;2020
0801910010;1746;2020
0801910011;1212;2020
0801910012;1845;2020
0801910013;1425;2020
0801910014;1533;2020
0801910015;1973;2020
0801910016;1274;2020
0801910017;1701;2020
0801910018;1469;2020
0801910019;1600;2020
0801910020;1466;2020
0801910021;1395;2020
0801910022;1379;2020
0801910023;1491;2020
0801910024;1485;2020
0801910025;1363;2020
0801910026;1543;2020
0801910027;1500;2020
0801910028;1799;2020
0801910029;1466;2020
0801910030;1793;2020
0801910031;1583;2020
0801910032;1388;2020
0801910033;872;2020
0801910034;1707;2020
0801910035;1997;2020
0801910036;1469;2020
0801910037;1078;2020
0801910038;1607;2020
0801910039;1881;2020
0801910040;1878;2020
0801910041;1655;2020
0801910042;3035;2020
0801910043;2340;2020
0801910044;1579;2020
0801910045;1298;2020
0801910046;1237;2020
0801910047;1813;2020
0801910048;1723;2020
0801910049;1294;2020
0801910050;1577;2020
0801910051;1595;2020
0801910052;2429;2020
0801910053;1757;2020
0801910054;957;2020
0801910055;2622;2020
0801910056;1921;2020
0801910057;1454;2020
0801910058;1163;2020
0801910059;1772;2020
0801910060;1625;2020
0801910061;1781;2020
0801910062;1523;2020
0801910063;1232;2020
0801910064;1690;2020
0801910065;1596;2020
0801910066;2137;2020
0801910067;1911;2020
0801910068;1659;2020
0801910069;2738;2020
0801910070;1650;2020
0801910071;1814;2020
0801910072;1992;2020
0801910073;1471;2020
0801910074;1686;2020
0801910075;1558;2020
0801910076;2221;2020
0801910077;1814;2020
0801910078;2442;2020
0801910079;1779;2020
0801910080;2295;2020
0801910081;2081;2020
0801910082;2039;2020
0801910083;2274;2020
0801910084;1659;2020
0801910085;2114;2020
0801910086;1959;2020
0801910087;1818;2020
0801910088;1680;2020
0801910089;4059;2020
0801910090;1464;2020
0801910091;1975;2020
0801910092;1463;2020
0801910093;1069;2020
0801910094;3024;2020
0801910095;1308;2020
0801910096;1658;2020
0801910097;1631;2020
0801910098;1830;2020
0801910099;1140;2020
0801910100;1691;2020
0801910101;1665;2020
0801910102;2644;2020
0801910103;2200;2020
0801910104;1595;2020
0801910105;2238;2020
0801910106;1030;2020
0801910107;1575;2020
0801910108;1305;2020
0801910109;1610;2020
0801910110;1663;2020
0801910111;1309;2020
0801910112;1558;2020
0801910113;1195;2020
0801910114;1427;2020
0801910115;1397;2020
0801910116;1865;2020
0801910117;1268;2020
0801910118;1008;2020
0801910119;1172;2020
0801910120;1473;2020
0801910121;1572;2020
0801910122;1485;2020
0801910123;1349;2020
0801910124;1103;2020
0801910125;1083;2020
0801910126;1018;2020
0801910127;1010;2020
0801910128;1572;2020
0801910129;1167;2020
0801910130;1199;2020
0801910131;1148;2020
0801910132;1288;2020
0801910133;1702;2020
0801910134;1578;2020
0801910135;1256;2020
0801910136;1374;2020
0801910137;1590;2020
0801910138;1629;2020
0801910139;1675;2020
0801910140;1638;2020
0801910141;1123;2020
0801910142;1634;2020
0801910143;1727;2020
0801910234;1842;2020
0801910235;1341;2020
0801910236;1618;2020
0801910237;917;2020
0802001001;2479;2020
0802001002;2116;2020
0802001003;2705;2020
0802101001;64;2020
0802201001;1646;2020
0802201002;1401;2020
0802201003;872;2020
0802201004;2078;2020
0802201005;1850;2020
0802201006;887;2020
0802202001;1080;2020
0802202002;963;2020
0802202003;1566;2020
0802202004;1887;2020
0802202005;1213;2020
0802203001;547;2020
0802204001;770;2020
0802301001;1874;2020
0802301002;2111;2020
0802301003;2328;2020
0802301004;2109;2020
0802301005;936;2020
0802401001;464;2020
0802501001;2110;2020
0802601001;258;2020
0802701001;979;2020
0802801001;1482;2020
0802901001;2463;2020
0802901002;2284;2020
0803001001;2289;2020
0803001002;2859;2020
0803001003;2284;2020
0803101001;823;2020
0803101002;2833;2020
0803201001;3021;2020
0803301001;1644;2020
0803301002;2610;2020
0803301003;954;2020
0803302001;2275;2020
0803303001;1900;2020
0803303002;1037;2020
0803303003;2351;2020
0803303004;1817;2020
0803303005;2290;2020
0803303006;934;2020
0803401001;1045;2020
0803501001;1927;2020
0803501002;1190;2020
0803501003;2843;2020
0803502001;1038;2020
0803502002;2414;2020
0803503001;2687;2020
0803503002;2642;2020
0803503003;2074;2020
0803503004;2462;2020
0803601001;188;2020
0803701001;2513;2020
0803801001;2129;2020
0803901001;541;2020
0804001001;2036;2020
0804001002;1988;2020
0804001003;1324;2020
0804001004;2614;2020
0804001005;1490;2020
0804001006;1445;2020
0804001007;2689;2020
0804001008;1279;2020
0804101001;2317;2020
0804101002;2348;2020
0804101003;2481;2020
0804101004;2172;2020
0804101005;1866;2020
0804101006;1844;2020
0804101007;1794;2020
0804101008;2007;2020
0804201001;1619;2020
0804201002;1537;2020
0804301001;2580;2020
0804301002;2119;2020
0804401001;2394;2020
0804402001;1272;2020
0804402002;1676;2020
0804501001;84;2020
0804601001;1512;2020
0804601002;1921;2020
0804601003;1662;2020
0804602001;2506;2020
0804602002;2062;2020
0804602003;1775;2020
0804602004;3247;2020
0804603001;3739;2020
0804701001;1078;2020
0804701002;1489;2020
0804701003;964;2020
0804702001;1108;2020
0804801001;785;2020
0804901001;1588;2020
0805001001;176;2020
0805101001;1178;2020
0805101002;1465;2020
0805101003;1903;2020
0805101004;2069;2020
0805101005;1687;2020
0805101006;1757;2020
0805101007;2444;2020
0805101008;2114;2020
0805101009;2397;2020
0805101010;1396;2020
0805101011;1203;2020
0805101012;1090;2020
0805101013;2128;2020
0805101014;1657;2020
0805201001;156;2020
0805301001;1897;2020
0805301002;1822;2020
0805401001;2557;2020
0805401002;1103;2020
0805401003;2114;2020
0805401004;2387;2020
0805401005;2370;2020
0805401006;2008;2020
0805501001;742;2020
0805601001;1991;2020
0805601002;2056;2020
0805601003;1794;2020
0805601004;1770;2020
0805601005;2010;2020
0805601006;2064;2020
0805601007;1827;2020
0805601008;1456;2020
0805601009;1725;2020
0805601010;1434;2020
0805602001;1903;2020
0805602002;1653;2020
0805602003;1940;2020
0805602004;2189;2020
0805602005;1103;2020
0805602006;2161;2020
0805602007;1487;2020
0805603001;1848;2020
0805603002;1230;2020
0805603003;2312;2020
0805603004;1691;2020
0805603005;1957;2020
0805603006;1018;2020
0805604001;2353;2020
0805604002;1721;2020
0805604003;2368;2020
0805604004;2353;2020
0805604005;1541;2020
0805604006;1449;2020
0805604007;1581;2020
0805605001;1814;2020
0805605002;2395;2020
0805605003;1626;2020
0805605004;2295;2020
0805605005;2140;2020
0805605006;1338;2020
0805605007;1867;2020
0805701001;67;2020
0805801001;2382;2020
0805901001;447;2020
0806001001;162;2020
0806101001;2119;2020
0806201001;1437;2020
0806301001;626;2020
0806401001;2548;2020
0806501001;1575;2020
0806601001;1933;2020
0806701001;1646;2020
0806701002;1415;2020
0806701003;1926;2020
0806701004;2526;2020
0806801001;2536;2020
0806801002;2126;2020
0806801003;1101;2020
0806801004;2505;2020
0806801005;809;2020
0806901001;2553;2020
0806901003;1991;2020
0807001001;359;2020
0807101001;321;2020
0807201001;1352;2020
0807201002;2780;2020
0807201003;1771;2020
0807201004;918;2020
0807201005;1105;2020
0807201006;1335;2020
0807201007;1048;2020
0807201008;1160;2020
0807201009;768;2020
0807201010;1432;2020
0807201011;1213;2020
0807301001;2501;2020
0807301002;1694;2020
0807301003;1506;2020
0807301004;2153;2020
0807301005;1234;2020
0807301006;886;2020
0807301007;2020;2020
0807301008;1936;2020
0807301009;1037;2020
0807301010;1344;2020
0807301011;1127;2020
0807301012;1100;2020
0807301013;1374;2020
0807301014;1392;2020
0807302001;2010;2020
0807302002;2778;2020
0807302003;1612;2020
0807303001;1502;2020
0807303002;970;2020
0807303003;940;2020
0807303004;2269;2020
0807303005;1778;2020
0807303006;942;2020
0807303007;1418;2020
0807303008;1456;2020
0807303009;858;2020
0807303010;2035;2020
0807304001;1300;2020
0807304002;711;2020
0807304003;1457;2020
0807304004;1085;2020
0807304005;738;2020
0807304006;1252;2020
0807304007;1189;2020
0807304008;1632;2020
0807304009;951;2020
0807304010;1166;2020
0807304011;1108;2020
0807304012;1489;2020
0807304013;1783;2020
0807304014;1138;2020
0807304015;1128;2020
0807304016;1250;2020
0807304017;1172;2020
0807304018;884;2020
0807304019;953;2020
0807305001;829;2020
0807305002;2017;2020
0807305003;1091;2020
0807305005;931;2020
0807305006;1076;2020
0807305007;1385;2020
0807305008;1229;2020
0807305009;983;2020
0807305010;1221;2020
0807306001;2770;2020
0807306004;1551;2020
0807306005;1604;2020
0807306007;1009;2020
0807306008;1521;2020
0807306009;1960;2020
0807306010;1617;2020
0807306013;871;2020
0807306014;918;2020
0807306015;1095;2020
0807401001;1066;2020
